0, -0,04484636
1, 0,1675668
2, 0,37998
3, 0,5923933
4, 0,8048064
5, 1,01722
6, 1,229633
7, 1,442046
8, 1,654459
9, 1,866873
10, 2,079286
11, 2,291699
12, 2,504112
13, 2,716525
14, 2,928938
15, 3,141351
16, 3,353765
17, 3,566178
18, 3,778592
19, 3,991004
20, 4,203418
21, 4,415831
22, 4,628244
23, 4,840658
24, 5,053071
25, 5,265484
26, 5,477897
27, 5,69031
28, 5,902724
29, 6,115136
30, 6,32755
31, 6,539962
32, 6,752376
33, 6,96479
34, 7,177203
35, 7,389616
36, 7,602029
37, 7,814443
38, 8,026855
39, 8,239268
40, 8,451681
41, 8,664095
42, 8,876509
43, 9,088922
44, 9,301334
45, 9,513748
46, 9,72616
47, 9,938574
48, 10,15099
49, 10,3634
50, 10,57581
51, 10,78823
52, 11,00064
53, 11,21305
54, 11,42547
55, 11,63788
56, 11,85029
57, 12,06271
58, 12,27512
59, 12,48753
60, 12,69995
61, 12,91236
62, 13,12477
63, 13,33718
64, 13,5496
65, 13,76201
66, 13,97443
67, 14,18684
68, 14,39925
69, 14,61166
70, 14,82408
71, 15,03649
72, 15,2489
73, 15,46132
74, 15,67373
75, 15,88614
76, 16,09856
77, 16,31097
78, 16,52338
79, 16,7358
80, 16,94821
81, 17,16063
82, 17,37304
83, 17,58545
84, 17,79786
85, 18,01028
86, 18,22269
87, 18,4351
88, 18,64752
89, 18,85993
90, 19,07234
91, 19,28476
92, 19,49717
93, 19,70958
94, 19,922
95, 20,13441
96, 20,34682
97, 20,55923
98, 20,77164
99, 20,98406
100, 21,19647
101, 21,40889
102, 21,6213
103, 21,83371
104, 22,04613
105, 22,25854
106, 22,47095
107, 22,68337
108, 22,89578
109, 23,10819
110, 23,3206
111, 23,53302
112, 23,74543
113, 23,95784
114, 24,17026
115, 24,38267
116, 24,59508
117, 24,8075
118, 25,01991
119, 25,23232
120, 25,44474
121, 25,65715
122, 25,86956
123, 26,08198
124, 26,29439
125, 26,50681
126, 26,71922
127, 26,93163
128, 27,14404
129, 27,35646
130, 27,56887
131, 27,78128
132, 27,9937
133, 28,20611
134, 28,41852
135, 28,63094
136, 28,84335
137, 29,05576
138, 29,26818
139, 29,48059
140, 29,693
141, 29,90542
142, 30,11783
143, 30,33024
144, 30,54266
145, 30,75507
146, 30,96748
147, 31,1799
148, 31,39231
149, 31,60472
150, 31,81713
151, 32,02955
152, 32,24196
153, 32,45437
154, 32,66679
155, 32,8792
156, 33,09161
157, 33,30403
158, 33,51644
159, 33,72885
160, 33,94127
161, 34,15368
162, 34,36609
163, 34,57851
164, 34,79092
165, 35,00333
166, 35,21575
167, 35,42816
168, 35,64057
169, 35,85299
170, 36,0654
171, 36,27781
172, 36,49023
173, 36,70264
174, 36,91505
175, 37,12746
176, 37,33987
177, 37,55229
178, 37,7647
179, 37,97712
180, 38,18953
181, 38,40194
182, 38,61436
183, 38,82677
184, 39,03918
185, 39,2516
186, 39,46401
187, 39,67642
188, 39,88884
189, 40,10125
190, 40,31367
191, 40,52608
192, 40,73849
193, 40,9509
194, 41,16331
195, 41,37573
196, 41,58814
197, 41,80055
198, 42,01297
199, 42,22538
200, 42,43779
201, 42,65021
202, 42,86263
203, 43,07503
204, 43,28745
205, 43,49986
206, 43,71227
207, 43,92468
208, 44,13711
209, 44,34952
210, 44,56193
211, 44,77434
212, 44,98676
213, 45,19917
214, 45,41159
215, 45,62399
216, 45,83641
217, 46,04882
218, 46,26123
219, 46,47365
220, 46,68606
221, 46,89847
222, 47,11088
223, 47,32329
224, 47,53571
225, 47,74813
226, 47,96054
227, 48,17295
228, 48,38536
229, 48,59777
230, 48,81019
231, 49,0226
232, 49,23502
233, 49,44743
234, 49,65984
235, 49,87226
236, 50,08468
237, 50,29708
238, 50,5095
239, 50,72191
240, 50,93431
241, 51,14673
242, 51,35914
243, 51,57156
244, 51,78398
245, 51,99638
246, 52,2088
247, 52,42122
248, 52,63363
249, 52,84604
250, 53,05846
251, 53,27086
252, 53,48328
253, 53,69569
254, 53,90811
255, 54,12053
256, 54,33294
257, 54,54535
258, 54,75776
259, 54,97017
260, 55,18259
261, 55,395
262, 55,60741
263, 55,81982
264, 56,03224
265, 56,24465
266, 56,45707
267, 56,66948
268, 56,88189
269, 57,0943
270, 57,30671
271, 57,51914
272, 57,73155
273, 57,94396
274, 58,15637
275, 58,36879
276, 58,58119
277, 58,79362
278, 59,00603
279, 59,21844
280, 59,43085
281, 59,64326
282, 59,85567
283, 60,0681
284, 60,28051
285, 60,49292
286, 60,70533
287, 60,91774
288, 61,13015
289, 61,34257
290, 61,55499
291, 61,7674
292, 61,97981
293, 62,19222
294, 62,40463
295, 62,61705
296, 62,82946
297, 63,04188
298, 63,25428
299, 63,4667
300, 63,6791
301, 63,89153
302, 64,10394
303, 64,31635
304, 64,52876
305, 64,74118
306, 64,95358
307, 65,16602
308, 65,37843
309, 65,59084
310, 65,80325
311, 66,01566
312, 66,22807
313, 66,44049
314, 66,65289
315, 66,86531
316, 67,07773
317, 67,29013
318, 67,50255
319, 67,71497
320, 67,92738
321, 68,13979
322, 68,3522
323, 68,56461
324, 68,77703
325, 68,98944
326, 69,20186
327, 69,41428
328, 69,62668
329, 69,8391
330, 70,05151
331, 70,26393
332, 70,47634
333, 70,68875
334, 70,90116
335, 71,11358
336, 71,32599
337, 71,53841
338, 71,75082
339, 71,96323
340, 72,17564
341, 72,38806
342, 72,60046
343, 72,81288
344, 73,0253
345, 73,2377
346, 73,45012
347, 73,66252
348, 73,87494
349, 74,08737
350, 74,29977
351, 74,51218
352, 74,72459
353, 74,93701
354, 75,14942
355, 75,36185
356, 75,57425
357, 75,78667
358, 75,99908
359, 76,21149
360, 76,4239
361, 76,63632
362, 76,84874
363, 77,06116
364, 77,27355
365, 77,48596
366, 77,69838
367, 77,91081
368, 78,12322
369, 78,33563
370, 78,54803
371, 78,76044
372, 78,97285
373, 79,18529
374, 79,39771
375, 79,6101
376, 79,82251
377, 80,03493
378, 80,24734
379, 80,45976
380, 80,67218
381, 80,88458
382, 81,097
383, 81,3094
384, 81,52182
385, 81,73425
386, 81,94666
387, 82,15906
388, 82,37148
389, 82,58389
390, 82,7963
391, 83,00873
392, 83,22112
393, 83,43354
394, 83,64595
395, 83,85837
396, 84,07078
397, 84,2832
398, 84,49561
399, 84,70802
400, 84,92043
401, 85,13284
402, 85,34526
403, 85,55768
404, 85,77008
405, 85,9825
406, 86,19492
407, 86,40733
408, 86,61974
409, 86,83215
410, 87,04457
411, 87,25697
412, 87,46939
413, 87,68182
414, 87,89423
415, 88,10664
416, 88,31905
417, 88,53146
418, 88,7439
419, 88,95628
420, 89,1687
421, 89,3811
422, 89,59354
423, 89,80592
424, 90,01836
425, 90,23079
426, 90,44318
427, 90,65559
428, 90,868
429, 91,08042
430, 91,29282
431, 91,50525
432, 91,71766
433, 91,93005
434, 92,14249
435, 92,35489
436, 92,56731
437, 92,77972
438, 92,99214
439, 93,20455
440, 93,41695
441, 93,62938
442, 93,84177
443, 94,05419
444, 94,26662
445, 94,47902
446, 94,69143
447, 94,90385
448, 95,11627
449, 95,32869
450, 95,5411
451, 95,75352
452, 95,96591
453, 96,17834
454, 96,39075
455, 96,60316
456, 96,81558
457, 97,02798
458, 97,24039
459, 97,4528
460, 97,66523
461, 97,87765
462, 98,09005
463, 98,30247
464, 98,51487
465, 98,72729
466, 98,93972
467, 99,15211
468, 99,36452
469, 99,57694
470, 99,78936
471, 100,0018
472, 100,2142
473, 100,4266
474, 100,639
475, 100,8514
476, 101,0638
477, 101,2762
478, 101,4887
479, 101,7011
480, 101,9135
481, 102,1259
482, 102,3383
483, 102,5507
484, 102,7631
485, 102,9756
486, 103,188
487, 103,4004
488, 103,6128
489, 103,8252
490, 104,0376
491, 104,25
492, 104,4624
493, 104,6749
494, 104,8873
495, 105,0997
496, 105,3121
497, 105,5245
498, 105,7369
499, 105,9493
500, 106,1618
501, 106,3742
502, 106,5866
503, 106,799
504, 107,0114
505, 107,2238
506, 107,4362
507, 107,6487
508, 107,8611
509, 108,0735
510, 108,2859
511, 108,4983
512, 108,7107
513, 108,9231
514, 109,1355
515, 109,3479
516, 109,5604
517, 109,7728
518, 109,9852
519, 110,1976
520, 110,41
521, 110,6224
522, 110,8349
523, 111,0473
524, 111,2597
525, 111,4721
526, 111,6845
527, 111,8969
528, 112,1093
529, 112,3217
530, 112,5341
531, 112,7466
532, 112,959
533, 113,1714
534, 113,3838
535, 113,5962
536, 113,8086
537, 114,021
538, 114,2335
539, 114,4459
540, 114,6583
541, 114,8707
542, 115,0831
543, 115,2955
544, 115,5079
545, 115,7204
546, 115,9328
547, 116,1452
548, 116,3576
549, 116,57
550, 116,7824
551, 116,9948
552, 117,2072
