0,-27.59363
1,-27.80898
2,-28.0266
3,-28.24174
4,-28.45213
5,-28.66736
6,-28.88301
7,-29.10034
8,-29.31073
9,-29.52321
10,-29.74105
11,-29.95144
12,-30.17094
13,-30.40148
14,-30.61187
15,-30.83705
16,-31.05735
17,-31.2849
18,-31.49529
19,-31.71506
20,-31.93187
21,-32.15207
22,-32.36246
23,-32.58176
24,-32.79215
25,-33.00823
26,-33.23947
27,-33.44986
28,-33.67271
29,-33.88556
30,-34.10383
31,-34.31422
32,-34.53214
33,-34.74839
34,-34.95877
35,-35.17247
36,-35.38499
37,-35.59538
38,-35.80819
39,-36.00442
40,-36.21481
41,-36.42341
42,-36.63425
43,-36.85279
44,-37.06318
45,-37.27982
46,-37.49567
47,-37.70606
48,-37.92645
49,-38.14365
50,-38.35405
51,-38.57674
52,-38.80807
53,-39.01846
54,-39.24442
55,-39.4708
56,-39.68944
57,-39.89983
58,-40.11879
59,-40.34352
60,-40.56838
61,-40.77877
62,-41.01067
63,-41.23265
64,-41.44304
65,-41.66933
66,-41.87972
67,-42.098
68,-42.31191
69,-42.52405
70,-42.73444
71,-42.95053
72,-43.16545
73,-43.37831
74,-43.5887
75,-43.80202
76,-44.01086
77,-44.22124
78,-44.42966
79,-44.64559
80,-44.85598
81,-45.06658
82,-45.27959
83,-45.48997
84,-45.7177
85,-45.94296
86,-46.16805
87,-46.38954
88,-46.59993
89,-46.82444
90,-47.07429
91,-47.28468
92,-47.54623
93,-47.75662
94,-48.00344
95,-48.24459
96,-48.47055
97,-48.68806
98,-48.89845
99,-49.10889
100,-49.32226
101,-49.53265
102,-49.75051
103,-49.96278
104,-50.17318
105,-50.39146
106,-50.60661
107,-50.81699
108,-51.03239
109,-51.2383
110,-51.4508
111,-51.66119
112,-51.87191
113,-52.08717
114,-52.30171
115,-52.5121
116,-52.72433
117,-52.93693
118,-53.14732
119,-53.35551
120,-53.56194
121,-53.77233
122,-53.98604
123,-54.19002
124,-54.40041
125,-54.6091
126,-54.82168
127,-55.03699
128,-55.24738
129,-55.45879
130,-55.66366
131,-55.87405
132,-56.08531
133,-56.29109
134,-56.50148
135,-56.71156
136,-56.94011
137,-57.15049
138,-57.35356
139,-57.55266
140,-57.76354
141,-57.97392
142,-58.18568
143,-58.39183
144,-58.60116
145,-58.81154
146,-59.01841
147,-59.2288
148,-59.44235
149,-59.65656
150,-59.86803
151,-60.07841
152,-60.28809
153,-60.50348
154,-60.71872
155,-60.9291
156,-61.1459
157,-61.36568
158,-61.57608
159,-61.77848
160,-61.98434
161,-62.19473
162,-62.40918
163,-62.61957
164,-62.82732
165,-63.03542
166,-63.23943
167,-63.44982
168,-63.30573
169,-63.45684
170,-63.83636
171,-64.04676
172,-64.35329
173,-64.56369
