0, -0,07298318
1, -0,4959635
2, -0,9189438
3, -1,341924
4, -1,764905
5, -2,187885
6, -2,610865
7, -3,033845
8, -3,456826
9, -3,879806
10, -4,302786
11, -4,725767
12, -5,148747
13, -5,571727
14, -5,994708
15, -6,417687
16, -6,840669
17, -7,263649
18, -7,686629
19, -8,10961
20, -8,532589
21, -8,955569
22, -9,378551
23, -9,801531
24, -10,22451
25, -10,64749
26, -11,07047
27, -11,49345
28, -11,91643
29, -12,33941
30, -12,76239
31, -13,18537
32, -13,60835
33, -14,03133
34, -14,45431
35, -14,87729
36, -15,30027
37, -15,72326
38, -16,14624
39, -16,56922
40, -16,9922
41, -17,41518
42, -17,83816
43, -18,26114
44, -18,68412
45, -19,1071
46, -19,53008
47, -19,95306
48, -20,37604
49, -20,79902
50, -21,222
51, -21,64498
52, -22,06796
53, -22,49094
54, -22,91392
55, -23,3369
56, -23,75988
57, -24,18286
58, -24,60584
59, -25,02882
60, -25,4518
61, -25,87478
62, -26,29776
63, -26,72074
64, -27,14372
65, -27,5667
66, -27,98969
67, -28,41266
68, -28,83565
69, -29,25863
70, -29,6816
71, -30,10459
72, -30,52757
73, -30,95055
74, -31,37353
75, -31,79651
76, -32,21949
77, -32,64247
78, -33,06545
79, -33,48843
80, -33,91141
81, -34,33439
82, -34,75737
83, -35,18035
84, -35,60333
85, -36,02631
86, -36,44929
87, -36,87227
88, -37,29525
89, -37,71823
90, -38,14121
91, -38,56419
92, -38,98717
93, -39,41015
94, -39,83313
95, -40,25611
96, -40,6791
97, -41,10207
98, -41,52505
99, -41,94804
100, -42,37102
101, -42,79399
102, -43,21697
103, -43,63995
104, -44,06293
105, -44,48592
106, -44,90889
107, -45,33187
108, -45,75486
109, -46,17783
110, -46,60082
111, -47,0238
112, -47,44678
113, -47,86976
114, -48,29274
115, -48,71572
116, -49,1387
117, -49,56168
118, -49,98466
119, -50,40764
120, -50,83062
121, -51,2536
122, -51,67659
123, -52,09956
124, -52,52254
125, -52,94552
126, -53,3685
127, -53,79148
128, -54,21447
129, -54,63744
130, -55,06042
131, -55,48341
132, -55,90639
133, -56,32937
134, -56,75235
135, -57,17533
136, -57,59831
137, -58,02129
138, -58,44427
139, -58,86725
140, -59,29022
141, -59,71321
142, -60,13619
143, -60,55917
144, -60,98215
145, -61,40514
146, -61,82811
147, -62,25109
148, -62,67407
149, -63,09705
150, -63,52003
151, -63,94301
152, -64,36599
153, -64,78897
154, -65,21195
155, -65,63493
156, -66,05791
157, -66,4809
158, -66,90388
159, -67,32686
160, -67,74983
161, -68,17281
162, -68,59579
163, -69,01877
164, -69,44176
165, -69,86473
166, -70,28772
167, -70,71069
168, -71,13368
169, -71,55666
170, -71,97964
171, -72,40261
172, -72,8256
173, -73,24858
174, -73,67155
175, -74,09454
176, -74,51752
177, -74,9405
178, -75,36348
179, -75,78646
180, -76,20944
181, -76,63242
182, -77,0554
183, -77,47839
184, -77,90137
185, -78,32434
186, -78,74732
187, -79,1703
188, -79,59328
189, -80,01627
190, -80,43925
191, -80,86223
192, -81,2852
193, -81,70819
194, -82,13116
195, -82,55415
196, -82,97712
197, -83,4001
198, -83,82309
199, -84,24607
200, -84,66904
201, -85,09203
202, -85,51501
203, -85,93799
204, -86,36096
205, -86,78395
206, -87,20692
207, -87,62991
208, -88,05289
209, -88,47588
210, -88,89886
211, -89,32183
212, -89,74481
213, -90,16779
214, -90,59077
215, -91,01375
216, -91,43674
217, -91,85971
218, -92,28269
219, -92,70567
220, -93,12865
221, -93,55164
222, -93,97462
223, -94,39759
224, -94,82058
225, -95,24355
226, -95,66653
227, -96,08952
228, -96,5125
229, -96,93548
230, -97,35845
231, -97,78143
232, -98,20442
233, -98,6274
234, -99,05037
235, -99,47336
236, -99,89634
237, -100,3193
238, -100,7423
239, -101,1653
240, -101,5883
241, -102,0112
242, -102,4342
243, -102,8572
244, -103,2802
245, -103,7032
246, -104,1261
247, -104,5491
248, -104,9721
249, -105,3951
250, -105,8181
251, -106,241
252, -106,664
253, -107,087
254, -107,51
255, -107,933
256, -108,3559
257, -108,7789
258, -109,2019
259, -109,6249
260, -110,0479
261, -110,4709
262, -110,8938
263, -111,3168
264, -111,7398
265, -112,1628
266, -112,5858
267, -113,0087
268, -113,4317
269, -113,8547
270, -114,2777
271, -114,7007
272, -115,1236
273, -115,5466
274, -115,9696
275, -116,3926
276, -116,8155
277, -117,2385
278, -117,6615
279, -118,0845
280, -118,5075
281, -118,9305
282, -119,3534
283, -119,7764
284, -120,1994
285, -120,6224
286, -121,0454
287, -121,4683
288, -121,8913
289, -122,3143
290, -122,7373
291, -123,1603
292, -123,5832
293, -124,0062
294, -124,4292
295, -124,8522
296, -125,2752
297, -125,6981
298, -126,1211
299, -126,5441
300, -126,9671
301, -127,3901
302, -127,813
303, -128,236
304, -128,659
305, -129,082
306, -129,505
307, -129,9279
308, -130,3509
309, -130,7739
310, -131,1969
311, -131,6199
312, -132,0428
313, -132,4658
314, -132,8888
315, -133,3118
316, -133,7348
317, -134,1577
318, -134,5807
319, -135,0037
320, -135,4267
321, -135,8497
322, -136,2726
323, -136,6956
324, -137,1186
325, -137,5416
326, -137,9646
327, -138,3875
328, -138,8105
329, -139,2335
330, -139,6565
331, -140,0795
332, -140,5024
333, -140,9254
334, -141,3484
335, -141,7714
336, -142,1944
337, -142,6173
338, -143,0403
339, -143,4633
340, -143,8863
341, -144,3093
342, -144,7323
343, -145,1552
344, -145,5782
345, -146,0012
346, -146,4242
347, -146,8472
348, -147,2701
349, -147,6931
350, -148,1161
351, -148,5391
352, -148,9621
353, -149,385
354, -149,808
355, -150,231
356, -150,654
357, -151,077
358, -151,4999
359, -151,9229
360, -152,3459
361, -152,7689
362, -153,1919
363, -153,6148
364, -154,0378
365, -154,4608
366, -154,8838
367, -155,3068
368, -155,7298
369, -156,1527
370, -156,5757
371, -156,9987
372, -157,4217
373, -157,8446
374, -158,2676
375, -158,6906
376, -159,1136
377, -159,5366
378, -159,9595
379, -160,3825
380, -160,8055
381, -161,2285
382, -161,6515
383, -162,0744
384, -162,4974
385, -162,9204
386, -163,3434
387, -163,7664
388, -164,1893
389, -164,6123
390, -165,0353
391, -165,4583
392, -165,8813
393, -166,3042
394, -166,7272
395, -167,1502
396, -167,5732
397, -167,9962
398, -168,4192
399, -168,8421
400, -169,2651
401, -169,6881
402, -170,1111
403, -170,5341
404, -170,957
405, -171,38
406, -171,803
407, -172,226
408, -172,649
409, -173,0719
410, -173,4949
411, -173,9179
412, -174,3409
413, -174,7639
414, -175,1868
415, -175,6098
416, -176,0328
417, -176,4558
418, -176,8788
419, -177,3017
420, -177,7247
421, -178,1477
422, -178,5707
423, -178,9937
424, -179,4166
425, -179,8396
426, -180,2626
427, -180,6856
428, -181,1086
429, -181,5315
430, -181,9545
431, -182,3775
432, -182,8005
433, -183,2235
434, -183,6465
435, -184,0694
436, -184,4924
437, -184,9154
438, -185,3384
439, -185,7614
440, -186,1843
441, -186,6073
442, -187,0303
443, -187,4533
444, -187,8763
445, -188,2992
446, -188,7222
447, -189,1452
448, -189,5682
449, -189,9911
450, -190,4141
451, -190,8371
452, -191,2601
453, -191,6831
454, -192,106
455, -192,529
456, -192,952
457, -193,375
458, -193,798
459, -194,2209
460, -194,6439
461, -195,0669
462, -195,4899
463, -195,9129
464, -196,3358
465, -196,7589
466, -197,1818
467, -197,6048
468, -198,0278
469, -198,4507
470, -198,8737
471, -199,2967
472, -199,7197
473, -200,1427
474, -200,5657
475, -200,9886
476, -201,4116
477, -201,8346
478, -202,2576
479, -202,6806
480, -203,1035
481, -203,5265
482, -203,9495
483, -204,3725
484, -204,7954
485, -205,2184
486, -205,6414
487, -206,0644
488, -206,4874
489, -206,9104
490, -207,3334
491, -207,7563
492, -208,1793
493, -208,6023
494, -209,0253
495, -209,4482
496, -209,8712
497, -210,2942
498, -210,7172
499, -211,1402
500, -211,5632
501, -211,9861
502, -212,4091
503, -212,8321
504, -213,2551
505, -213,678
506, -214,101
507, -214,524
508, -214,947
509, -215,37
510, -215,7929
511, -216,2159
512, -216,6389
513, -217,0619
514, -217,4849
515, -217,9078
516, -218,3308
517, -218,7538
518, -219,1768
519, -219,5998
520, -220,0228
521, -220,4457
522, -220,8687
523, -221,2917
524, -221,7147
525, -222,1376
526, -222,5606
527, -222,9836
528, -223,4066
529, -223,8296
530, -224,2525
531, -224,6755
532, -225,0985
533, -225,5215
534, -225,9445
535, -226,3675
536, -226,7904
537, -227,2134
538, -227,6364
539, -228,0594
540, -228,4824
541, -228,9053
542, -229,3283
543, -229,7513
544, -230,1743
545, -230,5973
546, -231,0202
547, -231,4432
548, -231,8662
549, -232,2892
550, -232,7122
551, -233,1351
552, -233,5581
