0,-0.01218495
1,0.4240984
2,0.8603817
3,1.296665
4,1.732949
5,2.169232
6,2.605515
7,3.041799
8,3.478082
9,3.914366
10,4.350649
11,4.786932
12,5.223216
13,5.659499
14,6.095783
15,6.532066
16,6.968349
17,7.404633
18,7.840917
19,8.2772
20,8.713483
21,9.149766
22,9.58605
23,10.02233
24,10.45862
25,10.8949
26,11.33118
27,11.76747
28,12.20375
29,12.64003
30,13.07632
31,13.5126
32,13.94888
33,14.38517
34,14.82145
35,15.25773
36,15.69402
37,16.1303
38,16.56658
39,17.00287
40,17.43915
41,17.87543
42,18.31172
43,18.748
44,19.18428
45,19.62057
46,20.05685
47,20.49313
48,20.92942
49,21.3657
50,21.80199
51,22.23827
52,22.67455
53,23.11084
54,23.54712
55,23.9834
56,24.41969
57,24.85597
58,25.29225
59,25.72854
60,26.16482
61,26.6011
62,27.03739
63,27.47367
64,27.90995
65,28.34624
66,28.78252
67,29.2188
68,29.65508
69,30.09137
70,30.52765
71,30.96394
72,31.40022
73,31.83651
74,32.27279
75,32.70907
76,33.14536
77,33.58164
78,34.01792
79,34.4542
80,34.89049
81,35.32677
82,35.76305
83,36.19934
84,36.63562
85,37.07191
86,37.50819
87,37.94447
88,38.38075
89,38.81704
90,39.25332
91,39.68961
92,40.12589
93,40.56218
94,40.99846
95,41.43474
96,41.87103
97,42.3073
98,42.74359
99,43.17987
100,43.61616
101,44.05244
102,44.48872
103,44.92501
104,45.36129
105,45.79757
106,46.23386
107,46.67014
108,47.10643
109,47.5427
110,47.97899
111,48.41528
112,48.85155
113,49.28784
114,49.72413
115,50.16041
116,50.59669
117,51.03297
118,51.46925
119,51.90554
120,52.34182
121,52.77811
122,53.21439
123,53.65067
124,54.08696
125,54.52324
126,54.95953
127,55.39581
128,55.83209
129,56.26838
130,56.70465
131,57.14095
132,57.57722
133,58.0135
134,58.44979
135,58.88607
136,59.32235
137,59.75864
138,60.19493
139,60.63121
140,61.0675
141,61.50377
142,61.94006
143,62.37635
144,62.81262
145,63.24891
146,63.6852
147,64.12148
148,64.55775
149,64.99403
150,65.43033
151,65.86661
152,66.30289
153,66.73918
154,67.17546
155,67.61175
156,68.04803
157,68.48431
158,68.9206
159,69.35688
160,69.79316
161,70.22945
162,70.66573
163,71.10201
164,71.5383
165,71.97458
166,72.41087
167,72.84715
168,73.28342
169,73.71971
170,74.15599
171,74.59227
172,75.02856
173,75.46485
174,75.90112
175,76.33741
176,76.77369
177,77.20997
178,77.64626
179,78.08253
180,78.51883
181,78.95512
182,79.39139
183,79.82768
184,80.26396
185,80.70026
186,81.13654
187,81.57281
188,82.0091
189,82.44538
190,82.88166
191,83.31794
192,83.75423
193,84.19052
194,84.6268
195,85.06308
196,85.49935
197,85.93565
198,86.37193
199,86.80821
200,87.24449
201,87.68078
202,88.11707
203,88.55334
204,88.98962
205,89.42591
206,89.8622
207,90.29848
208,90.73476
209,91.17104
210,91.60734
211,92.04361
212,92.4799
213,92.91618
214,93.35246
215,93.78874
216,94.22504
217,94.66132
218,95.09759
219,95.53387
220,95.97017
221,96.40646
222,96.84274
223,97.27901
224,97.7153
225,98.15158
226,98.58787
227,99.02415
228,99.46043
229,99.8967
230,100.333
231,100.7693
232,101.2056
233,101.6418
234,102.0781
235,102.5144
236,102.9507
237,103.387
238,103.8233
239,104.2595
240,104.6958
241,105.1321
242,105.5684
243,106.0047
244,106.441
245,106.8772
246,107.3135
247,107.7498
248,108.1861
249,108.6224
250,109.0587
251,109.4949
252,109.9312
253,110.3675
254,110.8038
255,111.2401
256,111.6764
257,112.1127
258,112.5489
259,112.9852
260,113.4215
261,113.8578
262,114.2941
263,114.7303
264,115.1666
265,115.6029
266,116.0392
267,116.4755
268,116.9118
269,117.3481
270,117.7843
271,118.2206
272,118.6569
273,119.0932
274,119.5295
275,119.9657
276,120.4021
277,120.8383
278,121.2746
279,121.7109
280,122.1472
281,122.5835
282,123.0197
283,123.456
284,123.8923
285,124.3286
286,124.7649
287,125.2012
288,125.6374
289,126.0737
290,126.51
291,126.9463
292,127.3826
293,127.8188
294,128.2551
295,128.6914
296,129.1277
297,129.564
298,130.0003
299,130.4366
300,130.8728
301,131.3091
302,131.7454
303,132.1817
304,132.618
305,133.0542
306,133.4905
307,133.9268
308,134.3631
309,134.7994
310,135.2357
311,135.672
312,136.1082
313,136.5445
314,136.9808
315,137.4171
316,137.8534
317,138.2897
318,138.7259
319,139.1622
320,139.5985
321,140.0348
322,140.4711
323,140.9073
324,141.3436
325,141.7799
326,142.2162
327,142.6525
328,143.0888
329,143.5251
330,143.9614
331,144.3976
332,144.8339
333,145.2702
334,145.7065
335,146.1428
336,146.579
337,147.0153
338,147.4516
339,147.8879
340,148.3242
341,148.7605
342,149.1967
343,149.633
344,150.0693
345,150.5056
346,150.9419
347,151.3781
348,151.8145
349,152.2507
350,152.687
351,153.1233
352,153.5596
353,153.9959
354,154.4321
355,154.8684
356,155.3047
357,155.741
358,156.1773
359,156.6136
360,157.0499
361,157.4861
362,157.9224
363,158.3587
364,158.795
365,159.2313
366,159.6675
367,160.1038
368,160.5401
369,160.9764
370,161.4127
371,161.849
372,162.2852
373,162.7215
374,163.1578
375,163.5941
376,164.0304
377,164.4667
378,164.9029
379,165.3392
380,165.7755
381,166.2118
382,166.6481
383,167.0844
384,167.5206
385,167.9569
386,168.3932
387,168.8295
388,169.2658
389,169.7021
390,170.1384
391,170.5746
392,171.0109
393,171.4472
394,171.8835
395,172.3198
396,172.756
397,173.1923
398,173.6286
399,174.0649
400,174.5012
401,174.9375
402,175.3738
403,175.81
404,176.2463
405,176.6826
406,177.1189
407,177.5551
408,177.9914
409,178.4277
410,178.864
411,179.3003
412,179.7366
413,180.1729
414,180.6091
415,181.0454
416,181.4817
417,181.918
418,182.3543
419,182.7906
420,183.2269
421,183.6631
422,184.0994
423,184.5357
424,184.972
425,185.4083
426,185.8445
427,186.2808
428,186.7171
429,187.1534
430,187.5897
431,188.026
432,188.4622
433,188.8985
434,189.3348
435,189.7711
436,190.2074
437,190.6436
438,191.0799
439,191.5162
440,191.9525
441,192.3888
442,192.8251
443,193.2614
444,193.6977
445,194.1339
446,194.5702
447,195.0065
448,195.4428
449,195.8791
450,196.3153
451,196.7516
452,197.1879
453,197.6242
454,198.0605
455,198.4968
456,198.9331
457,199.3693
458,199.8056
459,200.2419
460,200.6782
461,201.1145
462,201.5507
463,201.987
464,202.4233
465,202.8596
466,203.2959
467,203.7322
468,204.1685
469,204.6047
470,205.041
471,205.4773
472,205.9136
473,206.3499
474,206.7861
475,207.2224
476,207.6587
477,208.095
478,208.5313
479,208.9676
480,209.4038
481,209.8401
482,210.2764
483,210.7127
484,211.149
485,211.5853
486,212.0216
487,212.4578
488,212.8941
489,213.3304
490,213.7667
491,214.203
492,214.6393
493,215.0755
494,215.5118
495,215.9481
496,216.3844
