0, -0,036934
1, 0,2234209
2, 0,4837757
3, 0,7441306
4, 1,004485
5, 1,26484
6, 1,525195
7, 1,78555
8, 2,045905
9, 2,30626
10, 2,566615
11, 2,826969
12, 3,087325
13, 3,347679
14, 3,608034
15, 3,868389
16, 4,128744
17, 4,389099
18, 4,649454
19, 4,909809
20, 5,170164
21, 5,430519
22, 5,690873
23, 5,951228
24, 6,211583
25, 6,471938
26, 6,732292
27, 6,992648
28, 7,253003
29, 7,513356
30, 7,773713
31, 8,034067
32, 8,294422
33, 8,554775
34, 8,815132
35, 9,075486
36, 9,335842
37, 9,596196
38, 9,856551
39, 10,11691
40, 10,37726
41, 10,63762
42, 10,89797
43, 11,15833
44, 11,41868
45, 11,67903
46, 11,93939
47, 12,19974
48, 12,4601
49, 12,72045
50, 12,98081
51, 13,24116
52, 13,50152
53, 13,76187
54, 14,02223
55, 14,28258
56, 14,54294
57, 14,80329
58, 15,06365
59, 15,324
60, 15,58436
61, 15,84471
62, 16,10507
63, 16,36543
64, 16,62578
65, 16,88613
66, 17,14648
67, 17,40684
68, 17,6672
69, 17,92755
70, 18,1879
71, 18,44826
72, 18,70861
73, 18,96897
74, 19,22933
75, 19,48968
76, 19,75004
77, 20,01039
78, 20,27075
79, 20,5311
80, 20,79146
81, 21,05181
82, 21,31216
83, 21,57252
84, 21,83288
85, 22,09323
86, 22,35358
87, 22,61394
88, 22,87429
89, 23,13465
90, 23,395
91, 23,65536
92, 23,91571
93, 24,17607
94, 24,43642
95, 24,69678
96, 24,95713
97, 25,21749
98, 25,47784
99, 25,7382
100, 25,99855
101, 26,25891
102, 26,51926
103, 26,77962
104, 27,03997
105, 27,30032
106, 27,56068
107, 27,82103
108, 28,08139
109, 28,34175
110, 28,6021
111, 28,86246
112, 29,12281
113, 29,38316
114, 29,64352
115, 29,90387
116, 30,16423
117, 30,42459
118, 30,68494
119, 30,9453
120, 31,20565
121, 31,466
122, 31,72636
123, 31,98672
124, 32,24707
125, 32,50742
126, 32,76778
127, 33,02814
128, 33,28848
129, 33,54884
130, 33,8092
131, 34,06956
132, 34,32991
133, 34,59026
134, 34,85062
135, 35,11097
136, 35,37132
137, 35,63168
138, 35,89204
139, 36,15239
140, 36,41274
141, 36,6731
142, 36,93346
143, 37,19381
144, 37,45417
145, 37,71452
146, 37,97488
147, 38,23523
148, 38,49558
149, 38,75594
150, 39,01629
151, 39,27665
152, 39,53701
153, 39,79736
154, 40,05771
155, 40,31807
156, 40,57843
157, 40,83878
158, 41,09913
159, 41,35949
160, 41,61985
161, 41,8802
162, 42,14056
163, 42,40091
164, 42,66127
165, 42,92162
166, 43,18197
167, 43,44233
168, 43,70269
169, 43,96304
170, 44,2234
171, 44,48375
172, 44,74411
173, 45,00446
174, 45,26482
175, 45,52517
176, 45,78552
177, 46,04588
178, 46,30623
179, 46,56659
180, 46,82694
181, 47,0873
182, 47,34765
183, 47,60801
184, 47,86836
185, 48,12872
186, 48,38907
187, 48,64942
188, 48,90977
189, 49,17014
190, 49,43049
191, 49,69084
192, 49,9512
193, 50,21156
194, 50,47191
195, 50,73226
196, 50,99262
197, 51,25298
198, 51,51333
199, 51,77369
200, 52,03404
201, 52,2944
202, 52,55474
203, 52,81511
204, 53,07545
205, 53,33582
206, 53,59617
207, 53,85652
208, 54,11688
209, 54,37724
210, 54,63759
211, 54,89795
212, 55,1583
213, 55,41866
214, 55,679
215, 55,93937
216, 56,19971
217, 56,46007
218, 56,72042
219, 56,98078
220, 57,24113
221, 57,50149
222, 57,76185
223, 58,0222
224, 58,28255
225, 58,54291
226, 58,80326
227, 59,06362
228, 59,32397
229, 59,58433
230, 59,84468
231, 60,10504
232, 60,36539
233, 60,62575
234, 60,8861
235, 61,14646
236, 61,40681
237, 61,66717
238, 61,92753
239, 62,18787
240, 62,44823
241, 62,7086
242, 62,96895
243, 63,22929
244, 63,48965
245, 63,75002
246, 64,01036
247, 64,27072
248, 64,53107
249, 64,79143
250, 65,05177
251, 65,31213
252, 65,57249
253, 65,83285
254, 66,09321
255, 66,35355
256, 66,6139
257, 66,87427
258, 67,13462
259, 67,39497
260, 67,65533
261, 67,91569
262, 68,17604
263, 68,43639
264, 68,69675
265, 68,95711
266, 69,21745
267, 69,47781
268, 69,73817
269, 69,99854
270, 70,25889
271, 70,51923
272, 70,77959
273, 71,03995
274, 71,3003
275, 71,56065
276, 71,82101
277, 72,08137
278, 72,34171
279, 72,60207
280, 72,86243
281, 73,12278
282, 73,38313
283, 73,64349
284, 73,90385
285, 74,1642
286, 74,42455
287, 74,68491
288, 74,94527
289, 75,20563
290, 75,46598
291, 75,72633
292, 75,98669
293, 76,24704
294, 76,50739
295, 76,76775
296, 77,0281
297, 77,28846
298, 77,54881
299, 77,80917
300, 78,06952
301, 78,32988
302, 78,59023
303, 78,85059
304, 79,11095
305, 79,37131
306, 79,63165
307, 79,89201
308, 80,15236
309, 80,41272
310, 80,67307
311, 80,93343
312, 81,19378
313, 81,45414
314, 81,71449
315, 81,97485
316, 82,23519
317, 82,49555
318, 82,75591
319, 83,01627
320, 83,27663
321, 83,53698
322, 83,79733
323, 84,05768
324, 84,31804
325, 84,5784
326, 84,83875
327, 85,09911
328, 85,35947
329, 85,61982
330, 85,88017
331, 86,14052
332, 86,40088
333, 86,66124
334, 86,92159
335, 87,18195
336, 87,44231
337, 87,70265
338, 87,96301
339, 88,22336
340, 88,48372
341, 88,74408
342, 89,00443
343, 89,26479
344, 89,52515
345, 89,78549
346, 90,04585
347, 90,3062
348, 90,56656
349, 90,82692
350, 91,08727
351, 91,34763
352, 91,60796
353, 91,86833
354, 92,12868
355, 92,38904
356, 92,6494
357, 92,90975
358, 93,1701
359, 93,43046
360, 93,69082
361, 93,95117
362, 94,21152
363, 94,47188
364, 94,73224
365, 94,99259
366, 95,25295
367, 95,51329
